Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views
4:42 PM,0,5,0,1,1,0,0,0,0
4:43 PM,3,0,0,0,0,0,0,0,0
4:44 PM,2,0,0,0,0,0,0,0,0
4:45 PM,3,2,0,2,3,0,0,0,0
4:46 PM,7,0,0,2,3,0,0,0,0
4:47 PM,6,0,0,2,2,0,0,0,0
4:48 PM,7,1,0,0,0,0,0,0,0
4:49 PM,7,0,0,2,4,0,0,0,0
4:50 PM,7,0,0,3,3,0,0,0,0
4:51 PM,7,0,0,3,6,0,0,0,0
4:52 PM,8,1,0,1,2,0,0,0,0
4:53 PM,9,5,0,2,2,0,0,0,0
4:54 PM,10,0,0,2,3,0,0,0,0
4:55 PM,10,1,0,1,1,0,0,0,0
4:56 PM,10,1,0,4,4,0,0,0,0
4:57 PM,12,1,0,3,3,0,0,0,0
4:58 PM,11,0,0,2,3,0,0,0,0
4:59 PM,10,2,0,1,2,0,0,0,0
5:00 PM,11,0,0,2,4,0,0,0,0
5:01 PM,11,0,0,1,1,0,0,0,0
5:02 PM,11,0,0,2,2,0,0,0,0
5:03 PM,12,1,0,2,3,0,0,0,0
5:04 PM,12,1,0,1,1,0,0,0,0
5:05 PM,12,0,0,2,6,0,0,0,0
5:06 PM,12,0,0,3,3,0,0,0,0
5:07 PM,12,0,0,2,3,0,0,0,0
5:08 PM,12,0,0,2,4,0,0,0,0
5:09 PM,12,0,0,1,1,0,0,0,0
5:10 PM,12,0,0,2,2,0,0,0,0
5:11 PM,12,0,0,2,2,0,0,0,0
5:12 PM,12,0,0,2,3,0,0,0,0
5:13 PM,12,0,0,1,1,90,0,0,0
5:14 PM,12,0,0,1,1,0,0,0,0
5:15 PM,13,1,0,2,3,0,0,0,0
5:16 PM,13,0,0,1,1,0,0,0,0
5:17 PM,14,1,0,1,1,0,0,0,0
5:18 PM,14,0,0,5,6,0,0,0,0
5:19 PM,14,1,0,1,1,0,0,0,0
5:20 PM,16,1,0,2,5,0,0,0,0
5:21 PM,14,0,0,1,1,0,0,0,0
5:22 PM,14,0,0,1,2,0,0,0,0
5:23 PM,15,1,0,1,2,0,0,0,0
5:24 PM,16,2,0,2,2,0,0,0,0
5:25 PM,16,0,0,1,1,0,0,0,0
5:26 PM,17,1,0,2,3,0,0,0,0
5:27 PM,16,1,0,0,0,0,0,0,0
5:28 PM,16,1,0,1,1,0,0,0,0
5:29 PM,18,0,0,0,0,0,0,0,0
5:30 PM,16,0,0,1,1,0,0,0,0
5:31 PM,17,0,0,1,2,0,0,0,0
5:32 PM,17,1,0,1,1,0,0,0,0
5:33 PM,19,2,0,0,0,0,0,0,0
5:34 PM,19,0,0,0,0,0,0,0,0
5:35 PM,18,0,0,2,6,0,0,0,0
5:36 PM,19,1,0,1,2,0,0,0,0
5:37 PM,18,0,0,2,2,0,0,0,0
5:38 PM,17,0,0,0,0,0,0,0,0
5:39 PM,17,0,0,0,0,0,0,0,0
5:40 PM,17,1,0,0,0,0,0,0,0
5:41 PM,17,0,0,0,0,0,0,0,0
5:42 PM,17,0,0,0,0,0,0,0,0
5:43 PM,17,0,0,0,0,90,0,0,0
5:44 PM,17,0,0,0,0,0,0,0,0
5:45 PM,21,3,0,1,1,0,0,0,0
5:46 PM,19,0,0,1,1,0,0,0,0
5:47 PM,18,1,0,1,1,0,0,0,0
5:48 PM,18,0,0,0,0,0,0,0,0
5:49 PM,17,0,0,0,0,0,0,0,0
5:50 PM,17,0,0,1,1,0,0,0,0
5:51 PM,18,1,0,0,0,0,0,0,0
5:52 PM,18,0,0,0,0,0,0,0,0
5:53 PM,18,0,0,1,2,0,0,0,0
5:54 PM,18,0,0,3,7,0,0,0,0
5:55 PM,18,0,0,1,1,0,0,0,0
5:56 PM,19,1,0,0,0,0,0,0,0
5:57 PM,19,0,0,1,2,0,0,0,0
5:58 PM,19,1,0,1,1,0,0,0,0
5:59 PM,21,1,0,0,0,0,0,0,0
6:00 PM,20,0,0,1,1,0,0,0,0
6:01 PM,19,0,0,2,4,0,0,0,0
6:02 PM,19,1,0,3,4,0,0,0,0
6:03 PM,21,0,0,1,2,0,0,0,0
6:04 PM,19,2,0,1,3,0,0,0,0
6:05 PM,21,2,0,1,2,0,0,0,0
6:06 PM,22,0,0,2,6,0,0,0,0
6:07 PM,19,0,0,3,5,0,0,0,0
6:08 PM,18,0,0,4,10,0,0,0,0
6:09 PM,18,1,0,3,7,0,0,0,0
6:10 PM,18,0,0,2,3,0,0,0,0
6:11 PM,18,0,0,2,7,0,0,0,0
6:12 PM,19,3,0,3,4,0,0,0,0
6:13 PM,19,0,0,0,0,90,0,0,0
6:14 PM,17,0,0,1,1,0,0,0,0
6:15 PM,17,0,0,1,1,0,0,0,0
6:16 PM,17,0,0,0,0,0,0,0,0
6:17 PM,17,0,0,1,1,0,0,0,0
6:18 PM,17,1,0,0,0,0,0,0,0
6:19 PM,19,0,0,1,1,0,0,0,0
6:20 PM,17,1,0,0,0,0,0,0,0
6:21 PM,19,0,0,0,0,0,0,0,0
6:22 PM,18,0,0,2,2,0,0,0,0
6:23 PM,19,1,0,1,1,0,0,0,0
6:24 PM,19,1,0,1,1,0,0,0,0
6:25 PM,19,1,0,0,0,0,0,0,0
6:26 PM,20,0,0,0,0,0,0,0,0
6:27 PM,20,3,0,0,0,0,0,0,0
6:28 PM,22,1,0,2,2,0,0,0,0
6:29 PM,22,0,0,0,0,0,0,0,0
6:30 PM,22,1,0,0,0,0,0,0,0
6:31 PM,23,1,0,3,5,0,0,0,0
6:32 PM,23,0,0,0,0,0,0,0,0
6:33 PM,22,0,0,0,0,0,0,0,0
6:34 PM,22,0,0,1,1,0,0,0,0
6:35 PM,23,1,0,2,2,0,0,0,0
6:36 PM,23,0,0,0,0,0,0,0,0
6:37 PM,25,0,0,0,0,0,0,0,0
6:38 PM,22,0,0,0,0,0,0,0,0
6:39 PM,23,1,0,0,0,0,0,0,0
6:40 PM,24,2,0,1,1,0,0,0,0
6:41 PM,24,1,0,1,1,0,0,0,0
6:42 PM,24,0,0,1,1,0,0,0,0
6:43 PM,21,0,0,0,0,90,0,0,0
6:44 PM,20,0,0,0,0,0,0,0,0
6:45 PM,20,1,0,0,0,0,0,0,0
6:46 PM,21,1,0,0,0,0,0,0,0
6:47 PM,23,1,0,1,2,0,0,0,0
6:48 PM,24,1,0,0,0,0,0,0,0
6:49 PM,23,0,0,0,0,0,0,0,0
6:50 PM,22,0,0,0,0,0,0,0,0
6:51 PM,22,0,0,0,0,0,0,0,0
6:52 PM,22,0,0,0,0,0,0,0,0
6:53 PM,22,2,0,0,0,0,0,0,0
6:54 PM,24,2,0,0,0,0,0,0,0
6:55 PM,23,0,0,0,0,0,0,0,0
6:56 PM,23,0,0,0,0,0,0,0,0
6:57 PM,24,1,0,0,0,0,1,0,0
6:58 PM,23,0,0,1,1,0,0,0,0
6:59 PM,23,0,0,0,0,0,0,0,0
7:00 PM,25,1,0,1,1,0,0,0,0
7:01 PM,25,0,0,0,0,0,0,0,0
7:02 PM,25,0,0,0,0,0,0,0,0
7:03 PM,24,1,0,0,0,0,0,0,0
7:04 PM,24,2,0,0,0,0,0,0,0
7:05 PM,24,0,0,0,0,0,0,0,0
7:06 PM,23,0,0,0,0,0,0,0,0
7:07 PM,22,0,0,0,0,0,0,0,0
7:08 PM,23,1,0,0,0,0,0,0,0
7:09 PM,23,1,0,0,0,0,0,0,0
7:10 PM,22,0,0,1,1,0,0,0,0
7:11 PM,21,0,0,1,1,0,0,0,0
7:12 PM,21,0,0,0,0,0,0,0,0
7:13 PM,20,1,0,0,0,90,0,0,0
7:14 PM,22,0,0,0,0,0,0,0,0
7:15 PM,21,0,0,0,0,0,0,0,0
7:16 PM,20,1,0,0,0,0,0,0,0
7:17 PM,22,1,0,0,0,0,0,0,0
7:18 PM,22,2,0,0,0,0,0,0,0
7:19 PM,23,2,0,0,0,0,0,0,0
7:20 PM,25,1,0,0,0,0,0,0,0
7:21 PM,26,1,0,0,0,0,0,0,0
7:22 PM,24,0,0,0,0,0,0,0,0
7:23 PM,23,0,0,0,0,0,0,0,0
7:24 PM,23,0,0,0,0,0,0,0,0
7:25 PM,25,2,0,1,2,0,0,0,0
7:26 PM,24,0,0,1,1,0,0,0,0
7:27 PM,22,0,0,1,1,0,0,0,0
7:28 PM,21,0,0,0,0,0,0,0,0
7:29 PM,21,0,0,0,0,0,0,0,0
7:30 PM,21,0,0,0,0,0,0,0,0
7:31 PM,22,1,0,0,0,0,0,0,0
7:32 PM,23,1,0,0,0,0,0,0,0
7:33 PM,24,0,0,0,0,0,0,0,0
7:34 PM,23,1,0,1,1,0,0,0,0
7:35 PM,23,0,0,0,0,0,0,0,0
7:36 PM,24,0,0,1,1,0,0,0,0
7:37 PM,23,0,0,0,0,0,0,0,0
7:38 PM,24,1,0,0,0,0,0,0,0
7:39 PM,24,2,0,0,0,0,0,0,0
7:40 PM,26,1,0,2,2,0,0,0,0
7:41 PM,25,1,0,1,1,0,0,0,0
7:42 PM,24,0,0,1,1,0,0,0,0
7:43 PM,23,0,0,1,1,90,0,0,0
7:44 PM,23,0,0,1,1,0,0,0,0
7:45 PM,23,0,0,0,0,0,0,0,0
7:46 PM,24,1,0,0,0,0,0,0,0
7:47 PM,25,0,0,1,1,0,0,0,0
7:48 PM,25,1,0,1,1,0,0,0,0
7:49 PM,25,0,0,0,0,0,0,0,0
7:50 PM,22,1,0,0,0,0,0,0,0
7:51 PM,24,0,0,0,0,0,0,0,0
7:52 PM,23,0,0,0,0,0,0,0,0
7:53 PM,22,1,0,0,0,0,0,0,0
7:54 PM,25,1,0,0,0,0,0,0,0
7:55 PM,23,0,0,0,0,0,0,0,0
7:56 PM,21,0,0,0,0,0,0,0,0
7:57 PM,21,0,0,0,0,0,0,0,0
7:58 PM,22,1,0,1,1,0,0,0,0
7:59 PM,22,0,0,0,0,0,0,0,0
8:00 PM,20,1,0,0,0,0,0,0,0
8:01 PM,20,0,0,0,0,0,0,0,0
8:02 PM,20,0,0,0,0,0,0,0,0
8:03 PM,21,1,0,1,1,0,0,0,0
8:04 PM,22,0,0,0,0,0,0,0,0
8:05 PM,20,1,0,0,0,0,0,0,0
8:06 PM,21,0,0,0,0,0,0,0,0
8:07 PM,21,0,0,1,1,0,0,0,0
8:08 PM,22,0,0,0,0,0,0,0,0
8:09 PM,21,0,0,0,0,0,0,0,0
8:10 PM,21,0,0,0,0,0,0,0,0
8:11 PM,21,0,0,0,0,0,0,0,0
8:12 PM,21,0,0,0,0,0,0,0,0
8:13 PM,22,1,0,0,0,90,0,0,0
8:14 PM,21,1,0,0,0,0,0,0,0
8:15 PM,22,0,0,0,0,0,0,0,0
8:16 PM,22,0,0,0,0,0,0,0,0
8:17 PM,21,0,0,0,0,0,0,0,0
8:18 PM,22,1,0,1,1,0,0,0,0
8:19 PM,22,1,0,0,0,0,0,0,0
8:20 PM,25,2,0,0,0,0,0,0,0
8:21 PM,27,2,0,0,0,0,0,0,0
8:22 PM,25,0,0,0,0,0,0,0,0
8:23 PM,24,0,0,1,1,0,0,0,0
8:24 PM,24,0,0,1,1,0,0,0,0
8:25 PM,23,0,0,2,2,0,0,0,0
8:26 PM,23,1,0,0,0,0,0,0,0
8:27 PM,24,0,0,0,0,0,0,0,0
8:28 PM,23,0,0,0,0,0,0,0,0
8:29 PM,23,0,0,0,0,0,0,0,0
8:30 PM,24,1,0,0,0,0,0,0,0
8:31 PM,26,2,0,0,0,0,0,0,0
8:32 PM,25,1,0,0,0,0,0,0,0
8:33 PM,24,0,0,0,0,0,0,0,0
8:34 PM,23,0,0,0,0,0,0,0,0
8:35 PM,23,0,0,0,0,0,0,0,0
8:36 PM,23,0,0,0,0,0,0,0,0
8:37 PM,23,0,0,0,0,0,0,0,0
8:38 PM,23,0,0,0,0,0,0,0,0
8:39 PM,24,2,0,0,0,0,0,0,0
8:40 PM,28,1,0,0,0,0,0,0,0
8:41 PM,23,0,0,0,0,0,0,0,0
8:42 PM,23,0,0,0,0,0,0,0,0
8:43 PM,23,0,0,1,1,90,0,0,0
8:44 PM,24,1,0,1,1,0,0,0,0
8:45 PM,35,10,0,3,3,0,0,0,0
8:46 PM,36,1,0,2,5,0,0,0,0
8:47 PM,33,1,0,1,1,0,0,0,0
8:48 PM,32,0,0,0,0,0,0,0,0
8:49 PM,31,0,0,2,3,0,0,0,0
8:50 PM,32,1,0,1,1,0,0,0,0
8:51 PM,32,1,0,0,0,0,0,0,0
8:52 PM,30,0,0,0,0,0,0,0,0
8:53 PM,31,2,0,1,2,0,0,0,0
8:54 PM,31,1,0,1,1,0,0,0,0
8:55 PM,32,2,0,0,0,0,0,0,0
8:56 PM,45,3,0,2,4,0,0,0,0
8:57 PM,35,0,0,2,4,0,0,0,0
8:58 PM,35,3,0,2,3,0,0,0,0
8:59 PM,37,0,0,0,0,0,0,0,0
9:00 PM,37,2,0,2,2,0,0,0,0
9:01 PM,36,0,0,2,3,0,0,0,0
9:02 PM,35,0,0,1,3,0,0,0,0
9:03 PM,36,2,0,0,0,0,0,0,0
9:04 PM,37,0,0,2,3,0,0,0,0
9:05 PM,34,0,0,0,0,0,0,0,0
9:06 PM,33,0,0,0,0,0,0,0,0
9:07 PM,33,0,0,0,0,0,0,0,0
9:08 PM,34,0,0,1,2,0,0,0,0
9:09 PM,34,1,0,0,0,0,0,0,0
9:10 PM,33,1,0,1,2,0,0,0,0
9:11 PM,33,2,0,0,0,0,0,0,0
9:12 PM,35,1,0,1,1,0,0,0,0
9:13 PM,34,1,0,1,1,90,0,0,0
9:14 PM,32,0,0,2,3,0,0,0,0
9:15 PM,32,0,0,1,1,0,0,0,0
9:16 PM,33,0,0,1,1,0,0,0,0
9:17 PM,32,1,0,2,3,0,0,0,0
9:18 PM,33,0,0,2,4,0,0,0,0
9:19 PM,33,0,0,1,1,0,0,0,0
9:20 PM,35,1,0,0,0,0,0,0,0
9:21 PM,34,0,0,0,0,0,0,0,0
9:22 PM,32,0,0,0,0,0,0,0,0
9:23 PM,32,0,0,1,1,0,0,0,0
9:24 PM,32,1,0,0,0,0,0,0,0
9:25 PM,34,1,0,0,0,0,0,0,0
9:26 PM,34,0,0,0,0,0,0,0,0
9:27 PM,33,0,0,0,0,0,0,0,0
9:28 PM,33,0,0,0,0,0,0,0,0
9:29 PM,33,0,0,1,1,0,0,0,0
9:30 PM,33,0,0,0,0,0,0,0,0
9:31 PM,33,0,0,0,0,0,0,0,0
9:32 PM,33,0,0,0,0,0,0,0,0
9:33 PM,33,0,0,0,0,0,0,0,0
9:34 PM,34,0,0,0,0,0,0,0,0
9:35 PM,33,0,0,0,0,0,0,0,0
9:36 PM,34,0,0,0,0,0,0,0,0
9:37 PM,36,3,0,0,0,0,0,0,0
9:38 PM,36,1,0,1,1,0,0,0,0
9:39 PM,32,0,0,0,0,0,0,0,0
9:40 PM,31,0,0,0,0,0,0,0,0
9:41 PM,32,1,0,0,0,0,0,0,0
9:42 PM,32,1,0,0,0,0,0,0,0
9:43 PM,34,1,0,0,0,90,0,0,0
9:44 PM,33,1,0,0,0,0,0,0,0
9:45 PM,35,1,0,0,0,0,0,0,0
9:46 PM,34,0,0,0,0,0,0,0,0
9:47 PM,33,1,0,0,0,0,0,0,0
9:48 PM,35,1,0,0,0,0,0,0,0
9:49 PM,32,1,0,0,0,0,0,0,0
9:50 PM,33,1,0,0,0,0,0,0,0
9:51 PM,34,0,0,0,0,0,0,0,0
9:52 PM,33,0,0,0,0,0,0,0,0
9:53 PM,33,0,0,0,0,0,0,0,0
9:54 PM,34,1,0,0,0,0,0,0,0
9:55 PM,35,0,0,0,0,0,0,0,0
9:56 PM,35,0,0,1,1,0,0,0,0
9:57 PM,34,0,0,2,2,0,0,0,0
9:58 PM,34,0,0,1,1,0,0,0,0
9:59 PM,34,0,0,0,0,0,0,0,0
10:00 PM,35,0,0,0,0,0,0,0,0
10:01 PM,34,1,0,0,0,0,0,0,0
10:02 PM,36,1,0,1,1,0,0,0,0
10:03 PM,37,0,0,0,0,0,0,0,0
10:04 PM,35,1,0,1,1,0,0,0,0
10:05 PM,35,0,0,1,1,0,0,0,0
10:06 PM,35,0,0,1,1,0,0,0,0
10:07 PM,35,0,0,1,1,0,0,0,0
10:08 PM,36,1,0,1,1,0,0,0,0
10:09 PM,36,0,0,1,1,0,0,0,0
10:10 PM,36,1,0,0,0,0,0,0,0
