Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views
5:45 PM,1,5,0,2,3,0,0,0,0
5:46 PM,8,0,0,3,5,0,0,0,0
5:47 PM,9,1,0,0,0,0,0,0,0
5:48 PM,9,0,0,3,8,180,1,0,0
5:49 PM,8,2,0,2,2,0,0,0,0
5:50 PM,11,1,0,0,0,0,0,0,0
5:51 PM,11,1,0,0,0,0,0,0,0
5:52 PM,12,1,0,1,4,0,0,0,0
5:53 PM,13,3,0,3,7,0,0,0,0
5:54 PM,12,1,0,1,1,0,0,0,0
5:55 PM,12,2,0,2,3,0,0,0,0
5:56 PM,15,2,0,2,4,0,0,0,0
5:57 PM,13,0,0,0,0,0,0,0,0
5:58 PM,14,1,0,1,1,0,0,0,0
5:59 PM,14,0,0,2,4,0,0,0,0
6:00 PM,16,3,0,1,1,0,0,0,0
6:01 PM,15,1,0,1,1,0,0,0,0
6:02 PM,14,0,0,0,0,0,0,0,0
6:03 PM,14,1,0,2,2,0,0,0,0
6:04 PM,14,1,0,1,1,0,0,0,0
6:05 PM,14,0,0,1,1,0,0,0,0
6:06 PM,14,0,0,0,0,0,0,0,0
6:07 PM,17,3,0,1,1,0,0,0,0
6:08 PM,18,2,0,1,1,0,0,0,0
6:09 PM,13,1,0,0,0,0,0,0,0
6:10 PM,15,0,0,2,2,0,0,0,0
6:11 PM,15,0,0,1,1,0,0,0,0
6:12 PM,15,1,0,0,0,0,0,0,0
6:13 PM,15,0,0,2,2,0,0,0,0
6:14 PM,14,1,0,0,0,0,0,0,0
6:15 PM,17,2,0,0,0,0,0,0,0
6:16 PM,17,0,0,1,1,0,0,0,0
6:17 PM,17,0,0,0,0,0,0,0,0
6:18 PM,17,0,0,1,1,0,0,0,0
6:19 PM,17,0,0,0,0,0,0,0,0
6:20 PM,18,1,0,0,0,0,0,0,0
6:21 PM,16,2,0,1,2,0,0,0,0
6:22 PM,20,2,0,0,0,0,0,0,0
6:23 PM,21,1,0,0,0,0,0,0,0
6:24 PM,22,2,0,0,0,0,0,0,0
6:25 PM,22,0,0,0,0,0,0,0,0
6:26 PM,22,3,0,1,1,0,0,0,0
6:27 PM,23,1,0,2,2,0,0,0,0
6:28 PM,22,0,0,1,2,0,0,0,0
6:29 PM,22,0,0,1,1,0,0,0,0
6:30 PM,21,1,0,0,0,0,0,0,0
6:31 PM,23,1,0,0,0,0,0,0,0
6:32 PM,22,0,0,0,0,0,0,0,0
6:33 PM,23,1,0,3,5,0,0,0,0
6:34 PM,22,0,0,0,0,0,0,0,0
6:35 PM,22,0,0,1,4,0,0,0,0
6:36 PM,22,1,0,0,0,0,0,0,0
6:37 PM,22,0,0,0,0,0,0,0,0
6:38 PM,21,0,0,3,7,0,0,0,0
6:39 PM,21,0,0,0,0,0,0,0,0
6:40 PM,21,0,0,1,1,0,0,0,0
6:41 PM,20,0,0,0,0,0,0,0,0
6:42 PM,20,0,0,1,2,0,0,0,0
6:43 PM,19,1,0,1,1,0,0,0,0
6:44 PM,20,0,0,0,0,0,0,0,0
6:45 PM,19,0,0,0,0,0,0,0,0
6:46 PM,18,1,0,1,1,0,0,0,0
6:47 PM,19,0,0,0,0,0,0,0,0
6:48 PM,17,0,0,0,0,0,0,0,0
6:49 PM,18,1,0,1,1,0,0,0,0
6:50 PM,17,0,0,0,0,0,0,0,0
6:51 PM,16,0,0,1,1,0,0,0,0
6:52 PM,16,0,0,0,0,0,0,0,0
6:53 PM,17,2,0,0,0,0,0,0,0
6:54 PM,17,0,0,1,1,0,0,0,0
6:55 PM,17,1,0,1,1,0,0,0,0
6:56 PM,15,1,0,1,1,0,0,0,0
6:57 PM,16,1,0,0,0,0,0,0,0
6:58 PM,17,0,0,0,0,0,0,0,0
6:59 PM,16,0,0,0,0,0,0,0,0
7:00 PM,17,2,0,0,0,0,0,0,0
7:01 PM,19,0,0,0,0,0,0,0,0
7:02 PM,17,0,0,0,0,0,0,0,0
7:03 PM,18,0,0,0,0,0,0,0,0
7:04 PM,17,1,0,0,0,0,0,0,0
7:05 PM,18,1,0,0,0,0,0,0,0
7:06 PM,17,0,0,0,0,0,0,0,0
7:07 PM,17,0,0,0,0,0,0,0,0
7:08 PM,19,1,0,0,0,0,0,0,0
7:09 PM,17,0,0,2,2,0,0,0,0
7:10 PM,17,0,0,0,0,0,0,0,0
7:11 PM,18,0,0,0,0,0,0,0,0
7:12 PM,17,0,0,0,0,0,0,0,0
7:13 PM,17,1,0,0,0,0,0,0,0
7:14 PM,17,0,0,0,0,0,0,0,0
7:15 PM,17,0,0,0,0,0,0,0,0
7:16 PM,18,1,0,0,0,90,0,0,0
