Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views,Reactions Hype,Reactions Funny,Reactions Love,Reactions Whaaat?,Reactions Oh No!
9:19 PM,3,4,0,0,0,180,0,0,0,0,0,0,0,0
9:20 PM,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9:21 PM,4,1,0,0,0,0,0,0,0,0,0,0,0,0
9:22 PM,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9:23 PM,6,2,0,0,0,0,0,0,0,0,0,0,0,0
9:24 PM,6,3,0,0,0,0,0,0,0,0,0,0,0,0
9:25 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9:26 PM,5,0,0,2,2,0,0,0,0,0,0,0,0,0
9:27 PM,5,1,0,3,6,0,0,0,0,0,0,0,0,0
9:28 PM,7,2,0,0,0,0,0,0,0,0,0,0,0,0
9:29 PM,6,0,1,1,1,0,0,0,0,0,0,0,0,0
9:30 PM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9:31 PM,6,2,0,0,0,0,0,0,0,0,0,0,0,0
9:32 PM,8,1,0,0,0,0,0,0,0,0,0,0,0,0
9:33 PM,8,3,0,0,0,0,0,0,0,0,0,0,0,0
9:34 PM,10,1,0,0,0,0,0,0,0,0,0,0,0,0
9:35 PM,10,1,0,1,1,0,0,0,0,0,0,0,0,0
9:36 PM,11,1,0,1,1,0,0,0,0,0,0,0,0,0
9:37 PM,10,0,0,3,4,0,0,0,0,0,0,0,0,0
9:38 PM,8,1,0,1,1,0,0,0,0,0,0,0,0,0
9:39 PM,10,1,0,1,1,0,0,0,0,0,0,0,0,0
9:40 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
9:41 PM,7,1,1,1,1,0,0,0,0,0,0,0,0,0
9:42 PM,7,0,0,3,3,0,0,0,0,0,0,0,0,0
9:43 PM,8,2,0,0,0,0,0,0,0,0,0,0,0,0
9:44 PM,11,1,0,2,3,0,0,0,0,0,0,0,0,0
9:45 PM,10,0,0,2,4,0,0,0,0,0,0,0,0,0
9:46 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9:47 PM,8,2,0,1,2,0,0,0,0,0,0,0,0,0
9:48 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
9:49 PM,9,0,0,1,1,0,0,0,0,0,0,0,0,0
9:50 PM,8,0,0,2,2,0,0,0,0,0,0,0,0,0
9:51 PM,9,1,0,1,1,0,0,0,0,0,0,0,0,0
9:52 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
9:53 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
9:54 PM,8,0,0,2,2,0,0,0,0,0,0,0,0,0
9:55 PM,8,2,0,1,2,0,0,0,0,0,0,0,0,0
9:56 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
9:57 PM,8,0,0,2,3,0,0,0,0,0,0,0,0,0
9:58 PM,8,0,0,1,1,0,0,0,0,0,0,0,0,0
9:59 PM,8,0,0,1,2,0,0,0,0,0,0,0,0,0
10:00 PM,8,1,0,0,0,0,0,0,0,0,0,0,0,0
10:01 PM,7,1,0,1,1,0,0,0,0,0,0,0,0,0
10:02 PM,7,0,0,2,3,0,0,0,0,0,0,0,0,0
10:03 PM,8,0,0,3,5,0,0,0,0,0,0,0,0,0
10:04 PM,9,1,0,1,1,0,0,0,0,0,0,0,0,0
10:05 PM,8,0,0,1,1,0,0,0,0,0,0,0,0,0
10:06 PM,8,0,0,2,4,0,0,0,0,0,0,0,0,0
10:07 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
10:08 PM,9,1,0,2,3,0,0,0,0,0,0,0,0,0
10:09 PM,9,0,0,3,3,0,0,0,0,0,0,0,0,0
10:10 PM,9,0,0,2,2,0,0,0,0,0,0,0,0,0
10:11 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:12 PM,9,0,0,2,2,0,0,0,0,0,0,0,0,0
10:13 PM,8,0,0,2,4,0,0,0,0,0,0,0,0,0
10:14 PM,8,0,0,2,2,0,0,0,0,0,0,0,0,0
10:15 PM,8,0,0,1,1,0,0,0,0,0,0,0,0,0
10:16 PM,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10:17 PM,6,1,0,0,0,0,0,0,0,0,0,0,0,0
10:18 PM,6,0,0,2,3,0,0,0,0,0,0,0,0,0
10:19 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
10:20 PM,6,0,0,2,4,0,0,0,0,0,0,0,0,0
10:21 PM,6,0,0,3,5,0,0,0,0,0,0,0,0,0
10:22 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10:23 PM,9,0,0,1,1,0,0,0,0,0,0,0,0,0
10:24 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:25 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10:26 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10:27 PM,9,1,0,0,0,0,0,0,0,0,0,0,0,0
10:28 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:29 PM,9,0,0,2,2,0,0,0,0,0,0,0,0,0
10:30 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
10:31 PM,7,1,0,1,1,0,0,0,0,0,0,0,0,0
10:32 PM,9,0,0,1,2,0,0,0,0,0,0,0,0,0
10:33 PM,9,1,0,0,0,0,0,0,0,0,0,0,0,0
10:34 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
10:35 PM,10,0,0,1,2,0,0,0,0,0,0,0,0,0
10:36 PM,10,1,0,2,3,0,0,0,0,0,0,0,0,0
10:37 PM,10,0,0,1,1,0,0,0,0,0,0,0,0,0
10:38 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
10:39 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
10:40 PM,8,1,0,0,0,0,0,0,0,0,0,0,0,0
10:41 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
10:42 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:43 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:44 PM,8,0,0,1,1,0,0,0,0,0,0,0,0,0
10:45 PM,8,1,0,1,1,0,0,0,0,0,0,0,0,0
10:46 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:47 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10:48 PM,10,2,0,0,0,0,0,0,0,0,0,0,0,0
10:49 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10:50 PM,11,1,0,2,2,0,0,0,0,0,0,0,0,0
10:51 PM,12,1,0,0,0,0,0,0,0,0,0,0,0,0
10:52 PM,12,1,0,1,1,0,0,0,0,0,0,0,0,0
10:53 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10:54 PM,11,1,0,0,0,0,0,0,0,0,0,0,0,0
10:55 PM,10,0,0,1,2,0,0,0,0,0,0,0,0,0
10:56 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
10:57 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
10:58 PM,10,0,0,1,1,0,0,0,0,0,0,0,0,0
10:59 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
11:00 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
11:01 PM,10,0,0,1,1,0,0,0,0,0,0,0,0,0
11:02 PM,10,0,0,0,0,0,0,0,0,0,0,0,0,0
11:03 PM,10,1,0,0,0,0,0,0,0,0,0,0,0,0
11:04 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 PM,9,0,0,0,0,0,0,0,0,0,0,0,0,0
11:06 PM,10,1,0,1,1,0,0,0,0,0,0,0,0,0
11:07 PM,11,1,0,0,0,0,0,0,0,0,0,0,0,0
11:08 PM,11,0,0,0,0,0,0,0,0,0,0,0,0,0
