Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views,Reactions Hype,Reactions Funny,Reactions Love,Reactions Whaaat?,Reactions Oh No!
12:44 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12:45 PM,2,2,0,0,0,180,0,0,0,0,0,0,0,0
12:46 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12:47 PM,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12:48 PM,2,1,0,0,0,0,0,0,0,0,0,0,0,0
12:49 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12:50 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
12:51 PM,4,1,0,1,1,0,0,0,0,0,0,0,0,0
12:52 PM,4,0,0,1,1,0,0,0,0,0,0,0,0,0
12:53 PM,4,0,0,1,1,0,0,0,0,0,0,0,0,0
12:54 PM,3,1,0,1,1,0,0,0,0,0,0,0,0,0
12:55 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
12:56 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12:57 PM,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12:58 PM,4,2,0,1,1,0,0,0,0,0,0,0,0,0
12:59 PM,5,0,0,2,4,0,0,0,0,0,0,0,0,0
1:00 PM,5,1,0,1,1,0,0,0,0,0,0,0,0,0
1:01 PM,5,0,0,2,3,0,0,0,0,0,0,0,0,0
1:02 PM,6,0,0,1,2,0,0,0,0,0,0,0,0,0
1:03 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1:04 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
1:05 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
1:06 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1:07 PM,9,2,0,2,3,0,0,0,0,0,0,0,0,0
1:08 PM,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1:09 PM,9,0,1,1,1,0,0,0,0,0,0,0,0,0
1:10 PM,9,4,0,3,3,0,0,0,0,0,0,0,0,0
1:11 PM,4,1,0,1,2,0,0,0,0,0,0,0,0,0
1:12 PM,0,3,0,1,1,0,0,0,0,0,0,0,0,0
1:13 PM,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1:14 PM,5,1,0,1,2,0,0,0,0,0,0,0,0,0
1:15 PM,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1:16 PM,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1:17 PM,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1:18 PM,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1:19 PM,4,1,0,1,1,0,0,0,0,0,0,0,0,0
1:20 PM,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1:21 PM,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1:22 PM,5,0,0,1,1,0,0,0,0,0,0,0,0,0
1:23 PM,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1:24 PM,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1:25 PM,4,3,0,1,1,0,0,0,0,0,0,0,0,0
1:26 PM,8,1,0,1,1,0,0,0,0,0,0,0,0,0
1:27 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
1:28 PM,7,1,0,1,1,0,0,0,0,0,0,0,0,0
1:29 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1:30 PM,6,0,0,1,1,0,0,0,0,0,0,0,0,0
